Word,Valence,Arousal,Dominance,subject_centric
contingency,0.396,0.5,0.67,0
contingent,0.47,0.531,0.659,0
continual,0.5,0.423,0.685,0
continually,0.646,0.438,0.698,0
continuance,0.729,0.51,0.652,0
continuation,0.615,0.47,0.566,0
continue,0.63,0.427,0.612,0
continued,0.635,0.44,0.5,0
continuing,0.667,0.5,0.52,0
continuity,0.781,0.439,0.684,0
continuous,0.625,0.509,0.58,0
continuously,0.719,0.417,0.702,0
continuum,0.677,0.39,0.491,0
contour,0.589,0.265,0.414,0
contraband,0.177,0.875,0.67,0
contraception,0.296,0.518,0.525,0
contract,0.594,0.412,0.636,0
contracted,0.344,0.557,0.449,0
contractile,0.48,0.586,0.569,0
contracting,0.594,0.49,0.769,0
contraction,0.292,0.755,0.603,0
contractor,0.592,0.479,0.727,0
contradict,0.16,0.598,0.482,0
contradiction,0.25,0.66,0.377,0
contradictory,0.365,0.651,0.421,0
contraption,0.448,0.59,0.491,0
contrary,0.327,0.449,0.338,0
contrast,0.48,0.406,0.52,0
contrasted,0.521,0.538,0.491,0
contravene,0.357,0.618,0.472,0
contravention,0.344,0.627,0.593,0
contribute,0.806,0.35,0.795,0
contribution,0.854,0.452,0.76,0
contributor,0.844,0.51,0.76,0
contrite,0.347,0.363,0.473,1
contrition,0.347,0.583,0.463,1
contrived,0.408,0.53,0.458,0
control,0.729,0.352,0.808,0
controller,0.469,0.712,0.868,0
controlling,0.49,0.441,0.885,0
controversial,0.271,0.858,0.538,0
controversy,0.25,0.819,0.6,0
contusion,0.167,0.565,0.509,0
conundrum,0.354,0.524,0.408,0
convalescent,0.458,0.48,0.269,0
convection,0.521,0.494,0.526,0
convene,0.583,0.676,0.636,0
convenience,0.781,0.448,0.613,0
conveniences,0.802,0.412,0.693,0
convenient,0.846,0.491,0.574,0
convent,0.48,0.217,0.594,0
convention,0.622,0.622,0.704,0
conventional,0.594,0.292,0.634,0
converge,0.635,0.471,0.539,0
convergence,0.551,0.491,0.625,0
convergent,0.781,0.49,0.696,0
conversant,0.724,0.36,0.542,0
conversation,0.75,0.51,0.609,0
conversational,0.719,0.431,0.596,0
conversationalist,0.719,0.467,0.667,0
converse,0.594,0.406,0.598,0
conversing,0.755,0.409,0.442,0
conversion,0.48,0.605,0.736,0
convert,0.551,0.538,0.704,0
converted,0.663,0.418,0.686,0
convertible,0.542,0.529,0.717,0
convex,0.438,0.427,0.445,0
convexity,0.449,0.354,0.484,0
convey,0.719,0.633,0.708,0
conveyance,0.615,0.52,0.455,0
conveyancing,0.375,0.479,0.663,0
convict,0.177,0.84,0.477,0
conviction,0.615,0.704,0.826,0
convince,0.708,0.539,0.763,0
convinced,0.75,0.5,0.63,0
convincing,0.76,0.527,0.9,0
convocation,0.538,0.611,0.663,0
convoluted,0.323,0.614,0.433,0
convolution,0.417,0.559,0.527,0
convoy,0.5,0.671,0.639,0
coo,0.49,0.439,0.5,0
cook,0.847,0.5,0.412,0
cookbook,0.602,0.346,0.398,0
cooker,0.592,0.373,0.407,0
cookery,0.633,0.368,0.345,0
cookie,0.792,0.306,0.25,0
cookies,0.823,0.451,0.316,0
cooking,0.694,0.51,0.434,0
cookout,0.68,0.406,0.482,0
cool,0.885,0.54,0.781,1
coolant,0.72,0.412,0.456,0
cooler,0.664,0.375,0.46,0
cooling,0.469,0.324,0.392,0
coolness,0.49,0.307,0.548,0
coon,0.49,0.46,0.4,0
coop,0.612,0.445,0.65,0
cooperate,0.898,0.451,0.582,0
cooperating,0.76,0.39,0.693,0
cooperation,0.847,0.473,0.686,0
cooperative,0.816,0.461,0.67,0
coordinate,0.698,0.429,0.694,0
coordination,0.677,0.454,0.789,0
coordinator,0.75,0.51,0.85,0
cop,0.327,0.77,0.836,0
copacetic,0.51,0.471,0.453,0
cope,0.592,0.647,0.709,0
copier,0.459,0.345,0.39,0
copilot,0.64,0.538,0.573,0
coping,0.562,0.63,0.613,0
copious,0.427,0.462,0.527,0
copper,0.58,0.26,0.5,0
copter,0.571,0.704,0.569,0
copy,0.46,0.24,0.263,0
copycat,0.449,0.58,0.443,0
copying,0.448,0.315,0.404,0
copyright,0.458,0.402,0.663,0
coral,0.802,0.231,0.425,0
coral snake,0.276,0.712,0.607,0
cord,0.388,0.378,0.358,0
cordial,0.823,0.312,0.482,0
cordless,0.667,0.441,0.528,0
cordon,0.469,0.317,0.38,0
corduroy,0.57,0.324,0.357,0
core,0.721,0.378,0.54,0
cork,0.347,0.25,0.281,0
corkscrew,0.427,0.443,0.445,0
corn,0.594,0.196,0.292,0
cornball,0.479,0.378,0.325,0
cornbread,0.643,0.304,0.302,0
cornea,0.521,0.346,0.443,0
corned,0.459,0.441,0.425,0
corner,0.4,0.296,0.366,0
cornerstone,0.55,0.388,0.596,0
cornet,0.507,0.52,0.415,0
cornfield,0.719,0.31,0.349,0
cornflakes,0.729,0.346,0.355,0
cornice,0.458,0.441,0.295,0
cornstarch,0.643,0.299,0.337,0
corny,0.448,0.37,0.221,0
corollary,0.458,0.469,0.366,0
corona,0.818,0.439,0.745,0
coronary,0.567,0.613,0.509,0
coronation,0.792,0.592,0.836,0
coroner,0.323,0.558,0.526,0
corporal,0.582,0.49,0.596,0
corporate,0.592,0.454,0.745,0
corporation,0.429,0.332,0.873,0
corporeal,0.52,0.35,0.461,0
corps,0.551,0.453,0.483,0
corpse,0.094,0.657,0.232,0
corpsman,0.439,0.469,0.651,0
corpus,0.543,0.34,0.49,0
corral,0.606,0.662,0.422,0
correct,0.857,0.306,0.723,0
correction,0.448,0.485,0.558,0
correctional,0.292,0.713,0.602,0
corrective,0.448,0.528,0.613,0
correctness,0.796,0.45,0.649,0
correlation,0.596,0.462,0.571,0
correlative,0.51,0.402,0.571,0
correspond,0.71,0.452,0.545,0
correspondence,0.663,0.423,0.491,0
correspondent,0.573,0.565,0.712,0
corresponding,0.74,0.423,0.618,0
corridor,0.604,0.589,0.592,0
corroborate,0.671,0.471,0.616,0
corroboration,0.625,0.431,0.733,0
corrosion,0.156,0.61,0.348,0
corrosive,0.14,0.618,0.57,0
corrupt,0.02,0.806,0.5,0
corrupting,0.062,0.804,0.38,0
corruption,0.052,0.83,0.549,0
corsage,0.51,0.294,0.397,0
corse,0.448,0.451,0.382,0
corset,0.49,0.52,0.381,0
cortex,0.594,0.439,0.529,0
cortical,0.38,0.423,0.536,0
cortisone,0.427,0.395,0.456,0
corvette,0.551,0.52,0.598,0
cosmetic,0.625,0.304,0.308,0
cosmetics,0.765,0.464,0.472,0
cosmic,0.663,0.538,0.692,0
cosmology,0.651,0.438,0.637,0
cosmopolitan,0.823,0.51,0.76,0
cosmos,0.86,0.478,0.664,0
cost,0.365,0.42,0.439,0
costly,0.316,0.65,0.642,0
costume,0.548,0.51,0.374,0
cosy,0.847,0.255,0.518,0
cot,0.625,0.23,0.278,0
cote,0.439,0.344,0.324,0
cottage,0.6,0.279,0.361,0
cotton,0.639,0.071,0.24,0
couch,0.594,0.082,0.198,0
cougar,0.438,0.588,0.538,0
cough,0.255,0.627,0.241,0
council,0.875,0.279,0.635,0
councilman,0.531,0.367,0.793,0
counsel,0.594,0.519,0.73,0
counseling,0.667,0.48,0.704,0
counsellor,0.823,0.327,0.74,0
counselor,0.873,0.365,0.706,0
count,0.594,0.389,0.492,0
countdown,0.438,0.692,0.49,0
countenance,0.635,0.44,0.69,0
counter,0.439,0.478,0.75,0
counteract,0.378,0.542,0.688,0
counterattack,0.281,0.951,0.764,0
counterbalance,0.52,0.48,0.627,0
counterclaim,0.398,0.76,0.651,0
counterfeit,0.094,0.694,0.451,0
counterpart,0.448,0.608,0.577,0
counterpoint,0.438,0.509,0.538,0
countess,0.562,0.44,0.67,0
countless,0.52,0.566,0.534,0
country,0.698,0.394,0.693,0
countryman,0.673,0.441,0.789,0
countrymusic,0.795,0.451,0.438,0
countryside,0.732,0.288,0.327,0
counts,0.343,0.373,0.5,0
county,0.479,0.368,0.545,0
coup,0.275,0.815,0.607,0
coupe,0.479,0.46,0.482,0
couple,0.806,0.605,0.607,0
coupled,0.612,0.286,0.65,0
coupling,0.594,0.479,0.555,0
coupon,0.704,0.3,0.421,0
courage,0.83,0.728,0.849,1
courageous,0.918,0.587,0.879,0
courier,0.551,0.383,0.441,0
courses,0.735,0.412,0.534,0
coursing,0.542,0.472,0.546,0
court,0.479,0.769,0.827,0
courteous,0.937,0.396,0.529,0
courtesy,0.927,0.287,0.431,0
courthouse,0.571,0.503,0.818,0
courtroom,0.385,0.67,0.887,0
courts,0.367,0.71,0.816,0
courtship,0.667,0.49,0.654,0
courtside,0.592,0.391,0.434,0
courtyard,0.503,0.365,0.355,0
cousin,0.675,0.394,0.427,0
cousins,0.76,0.409,0.464,0
cove,0.5,0.304,0.37,0
coven,0.458,0.578,0.591,0
covenant,0.594,0.462,0.667,0
cover,0.365,0.24,0.471,0
coverage,0.767,0.413,0.629,0
covered,0.562,0.34,0.644,0
covering,0.615,0.382,0.583,0
covert,0.5,0.57,0.508,0
covet,0.302,0.779,0.524,1
coveted,0.661,0.73,0.625,0
cow,0.449,0.23,0.3,0
coward,0.102,0.49,0.149,0
cowardice,0.133,0.621,0.167,0
cowardly,0.102,0.385,0.127,0
cowboy,0.594,0.625,0.695,0
cowgirl,0.541,0.566,0.554,0
cowhand,0.438,0.48,0.596,0
cowhide,0.458,0.324,0.333,0
cowl,0.427,0.45,0.232,0
coworker,0.667,0.49,0.625,0
coy,0.347,0.33,0.213,0
coyote,0.459,0.471,0.387,0
cozy,0.91,0.356,0.545,0
crab,0.421,0.396,0.33,0
crabby,0.198,0.812,0.37,0
crack,0.302,0.625,0.4,0
cracked,0.224,0.52,0.228,0
cracker,0.604,0.343,0.346,0
crackerjack,0.567,0.509,0.426,0
cracking,0.327,0.557,0.286,0
crackle,0.327,0.643,0.481,0
crackpot,0.26,0.602,0.245,0
cradle,0.776,0.194,0.333,0
craft,0.76,0.321,0.539,0
crafts,0.667,0.38,0.391,0
craftsman,0.719,0.31,0.583,0
craftsmanship,0.823,0.373,0.571,0
crafty,0.589,0.679,0.783,0
craig,0.448,0.449,0.49,0
cram,0.354,0.73,0.598,0
crammed,0.406,0.74,0.466,0
cramp,0.194,0.796,0.34,0
cramped,0.24,0.567,0.36,0
cranberry,0.793,0.33,0.363,0
cranberry juice,0.622,0.321,0.281,0
crane,0.396,0.417,0.589,0
cranial,0.354,0.51,0.583,0
cranium,0.439,0.491,0.725,0
crank,0.448,0.275,0.417,0
cranky,0.194,0.776,0.396,0
cranny,0.194,0.471,0.25,0
crap,0.083,0.644,0.167,0
crappy,0.039,0.582,0.208,0
craps,0.375,0.42,0.273,0
crash,0.194,0.906,0.355,0
crass,0.223,0.49,0.466,0
crate,0.427,0.173,0.274,0
crater,0.45,0.647,0.529,0
crave,0.625,0.51,0.731,1
craving,0.51,0.755,0.636,1
crawfish,0.51,0.427,0.342,0
crawl,0.479,0.519,0.467,0
crayon,0.604,0.26,0.185,0
crayons,0.684,0.366,0.405,0
craze,0.255,0.657,0.435,0
crazed,0.153,0.877,0.417,0
craziness,0.238,0.908,0.255,0
crazy,0.156,0.843,0.321,0
creak,0.344,0.67,0.411,0
creaking,0.302,0.743,0.415,0
cream,0.688,0.259,0.22,0
creamed,0.723,0.273,0.288,0
creamer,0.594,0.192,0.269,0
creamy,0.823,0.337,0.345,0
crease,0.44,0.286,0.3,0
create,0.786,0.588,0.789,0
creation,0.927,0.575,0.868,1
creative,0.917,0.518,0.788,0
creativity,0.938,0.684,0.815,0
creator,0.865,0.592,0.856,0
creature,0.669,0.625,0.62,0
credence,0.76,0.46,0.737,0
credential,0.735,0.337,0.597,0
credentials,0.708,0.373,0.675,0
credibility,0.875,0.427,0.809,0
credible,0.917,0.441,0.75,0
credit,0.673,0.549,0.648,0
credit card,0.67,0.55,0.64,0
creditable,0.802,0.51,0.742,0
credited,0.781,0.39,0.691,0
crediting,0.673,0.55,0.741,0
creditor,0.479,0.594,0.689,0
creed,0.573,0.245,0.544,0
creek,0.552,0.392,0.33,0
creep,0.354,0.647,0.361,0
creeper,0.429,0.558,0.366,0
creeping,0.292,0.613,0.282,0
creepy,0.125,0.861,0.373,0
cremation,0.084,0.62,0.42,0
creole,0.667,0.357,0.523,0
crepe,0.562,0.224,0.349,0
crescendo,0.76,0.575,0.594,0
crescent,0.698,0.382,0.407,0
crest,0.458,0.333,0.333,1
crestfallen,0.235,0.346,0.175,1
cretin,0.265,0.583,0.312,0
cretins,0.094,0.741,0.328,0
crevice,0.361,0.471,0.275,0
crew,0.604,0.598,0.735,0
crewman,0.602,0.58,0.548,0
crib,0.653,0.24,0.407,0
cricket,0.423,0.539,0.37,0
cried,0.167,0.612,0.254,0
crime,0.071,0.943,0.63,0
criminal,0.021,0.83,0.529,0
criminality,0.122,0.863,0.58,0
crimp,0.26,0.557,0.396,0
crimson,0.667,0.385,0.37,0
cringe,0.245,0.84,0.377,0
cripple,0.094,0.392,0.161,0
crippled,0.035,0.358,0.236,0
crippling,0.156,0.598,0.391,0
crisis,0.208,0.811,0.431,0
crisp,0.776,0.692,0.508,0
crispy,0.656,0.55,0.509,0
criterion,0.396,0.41,0.736,0
critic,0.264,0.604,0.686,0
critical,0.312,0.802,0.545,0
criticise,0.073,0.7,0.452,0
criticism,0.115,0.563,0.505,0
criticize,0.143,0.708,0.473,0
criticized,0.24,0.6,0.311,0
critique,0.302,0.76,0.537,0
critter,0.542,0.539,0.482,0
croak,0.337,0.346,0.298,0
croc,0.327,0.452,0.451,0
crock,0.385,0.412,0.421,0
crockery,0.552,0.216,0.327,0
crocodile,0.344,0.708,0.61,0
croft,0.531,0.429,0.421,0
croissant,0.745,0.33,0.43,0
crook,0.171,0.765,0.55,0
crooked,0.146,0.594,0.305,0
crop,0.615,0.26,0.5,0
croquet,0.551,0.519,0.407,0
cross,0.448,0.321,0.569,1
cross country,0.531,0.441,0.529,0
crossbow,0.344,0.598,0.56,0
crossed,0.431,0.49,0.508,0
crossfire,0.316,0.896,0.722,0
crossing,0.549,0.349,0.451,0
crossover,0.559,0.55,0.5,0
crosswalk,0.557,0.441,0.38,0
crossword,0.611,0.423,0.455,0
crotch,0.521,0.637,0.447,0
crouch,0.281,0.606,0.312,0
crouched,0.333,0.363,0.279,0
crouching,0.261,0.429,0.345,0
croupier,0.531,0.519,0.404,0
crow,0.224,0.439,0.363,0
crowbar,0.406,0.531,0.386,0
crowd,0.35,0.827,0.731,0
crowded,0.694,0.286,0.585,0
crowds,0.469,0.723,0.806,0
crown,0.708,0.572,0.737,0
crowning,0.773,0.594,0.831,0
crucial,0.541,0.657,0.777,0
cruciate,0.429,0.435,0.585,0
crucifix,0.469,0.48,0.51,0
crucifixion,0.135,0.857,0.541,0
crucify,0.146,0.878,0.573,0
crud,0.312,0.33,0.444,0
crude,0.198,0.402,0.357,0
cruel,0.122,0.866,0.391,0
cruelly,0.146,0.79,0.471,0
cruelty,0.092,0.836,0.536,0
cruise,0.74,0.442,0.683,0
cruise ship,0.878,0.65,0.5,0
cruiser,0.737,0.49,0.608,0
cruising,0.886,0.58,0.56,0
crumb,0.417,0.255,0.216,0
crumble,0.333,0.48,0.423,0
crumbling,0.167,0.696,0.308,0
crummy,0.125,0.531,0.224,0
crunch,0.292,0.63,0.406,0
crunchy,0.625,0.56,0.539,0
crusade,0.592,0.72,0.709,0
crusader,0.439,0.588,0.548,0
crush,0.271,0.676,0.582,1
crushed,0.167,0.647,0.3,1
crusher,0.271,0.709,0.598,0
crushing,0.219,0.755,0.411,0
crust,0.542,0.337,0.456,0
crusty,0.625,0.531,0.473,0
crutch,0.302,0.294,0.302,0
crux,0.469,0.558,0.519,0
cry,0.133,0.627,0.255,0
crybaby,0.375,0.702,0.311,0
crying,0.153,0.704,0.208,1
crypt,0.156,0.431,0.386,0
cryptic,0.296,0.516,0.474,0
cryptography,0.49,0.415,0.65,0
crystal,0.618,0.27,0.508,0
crystalline,0.765,0.235,0.534,0
crystallization,0.6,0.449,0.565,0
cub,0.646,0.382,0.284,0
cubby,0.354,0.385,0.36,0
cube,0.469,0.226,0.274,0
cubic,0.458,0.306,0.407,0
cubicle,0.479,0.343,0.417,0
cuckold,0.21,0.573,0.23,0
cuckoo,0.42,0.459,0.284,0
cucumber,0.49,0.235,0.237,0
cuddle,0.885,0.559,0.475,0
cuddled,0.906,0.547,0.567,0
cuddles,0.847,0.382,0.5,0
cuddling,0.917,0.562,0.433,0
cue,0.521,0.433,0.484,0
cuff,0.469,0.453,0.387,0
cuisine,0.714,0.365,0.39,0
culinary,0.654,0.443,0.519,0
cull,0.365,0.702,0.464,0
culminate,0.667,0.55,0.602,0
culmination,0.656,0.586,0.695,0
culpability,0.112,0.745,0.368,0
culpable,0.14,0.7,0.319,0
culprit,0.062,0.676,0.333,0
cult,0.448,0.535,0.648,1
cultivate,0.708,0.41,0.598,0
cultivated,0.837,0.343,0.564,0
cultivation,0.625,0.324,0.462,0
cultural,0.802,0.39,0.623,0
culture,0.753,0.304,0.675,0
cultured,0.635,0.429,0.625,0
culvert,0.337,0.324,0.343,0
cumbersome,0.259,0.623,0.292,0
cumulus,0.57,0.433,0.432,0
cunning,0.604,0.685,0.683,0
cunt,0.135,0.673,0.377,0
cup,0.615,0.167,0.231,0
cupboard,0.553,0.2,0.304,0
cupcake,0.656,0.333,0.344,0
cupping,0.49,0.61,0.402,0
cur,0.44,0.519,0.46,0
curable,0.823,0.292,0.574,0
curate,0.726,0.418,0.526,0
curative,0.667,0.318,0.613,0
curator,0.688,0.389,0.688,0
curb,0.472,0.371,0.402,0
curd,0.542,0.442,0.278,1
cure,0.719,0.377,0.623,0
curfew,0.219,0.618,0.623,0
curiosity,0.75,0.755,0.463,0
curious,0.635,0.6,0.483,1
curl,0.385,0.452,0.351,0
curling,0.583,0.592,0.4,0
currency,0.583,0.418,0.592,0
current,0.625,0.312,0.612,0
curriculum,0.708,0.306,0.62,0
curry,0.633,0.345,0.302,0
curse,0.033,0.72,0.375,0
cursed,0.083,0.783,0.393,0
cursing,0.112,0.86,0.446,0
cursory,0.423,0.451,0.431,0
curt,0.245,0.61,0.452,0
curtail,0.306,0.439,0.497,0
curtailment,0.23,0.578,0.431,0
curtain,0.698,0.278,0.304,0
curtains,0.615,0.123,0.342,0
curtsy,0.635,0.412,0.598,0
curvature,0.417,0.367,0.447,0
curve,0.48,0.375,0.307,0
curved,0.542,0.407,0.337,0
curvilinear,0.48,0.575,0.411,0
cushion,0.653,0.221,0.292,0
cushy,0.823,0.283,0.395,0
cusp,0.667,0.71,0.7,0
cuss,0.354,0.538,0.443,0
cussed,0.156,0.625,0.454,0
custard,0.618,0.26,0.293,0
custodial,0.418,0.462,0.718,0
custodian,0.594,0.625,0.528,0
custody,0.494,0.472,0.675,0
custom,0.552,0.382,0.688,0
customary,0.7,0.253,0.561,0
customer,0.562,0.43,0.673,0
customized,0.625,0.504,0.59,0
cut,0.49,0.49,0.393,1
cutaneous,0.365,0.37,0.328,0
cute,0.92,0.528,0.579,0
cuticle,0.34,0.32,0.377,0
cutie,0.638,0.528,0.464,0
cutlass,0.173,0.648,0.528,0
cutlery,0.552,0.3,0.345,0
cutoff,0.432,0.51,0.518,0
cutter,0.427,0.731,0.583,0
cutters,0.197,0.653,0.491,0
cutthroat,0.11,0.823,0.663,0
cutting,0.448,0.375,0.536,0
cutting board,0.337,0.54,0.342,0
cuttings,0.479,0.392,0.433,0
cwt,0.5,0.41,0.384,0
cyanide,0.229,0.667,0.545,0
cyberspace,0.677,0.594,0.611,0
cycle,0.635,0.4,0.533,0
cyclical,0.38,0.45,0.554,0
cyclist,0.684,0.582,0.576,0
cyclone,0.416,0.796,0.673,0
cylinder,0.459,0.324,0.447,0
cylindrical,0.458,0.294,0.414,0
cymbal,0.542,0.363,0.362,0
cynic,0.135,0.632,0.473,0
cynical,0.156,0.76,0.474,0
cynicism,0.104,0.78,0.454,0
cyst,0.173,0.578,0.312,0
cystic,0.314,0.481,0.4,0
cytomegalovirus,0.186,0.657,0.443,0
cytoplasm,0.378,0.442,0.474,0
czar,0.48,0.348,0.643,0
dab,0.51,0.337,0.34,0
dabble,0.55,0.53,0.491,0
dabbling,0.562,0.726,0.676,0
dad,0.857,0.412,0.786,0
daddy,0.795,0.4,0.736,0
dado,0.51,0.24,0.364,0
daemon,0.333,0.49,0.5,0
daft,0.255,0.436,0.157,0
dagger,0.224,0.797,0.613,0
daily,0.653,0.347,0.473,0
dainty,0.604,0.284,0.424,0
daiquiri,0.67,0.519,0.4,0
dairy,0.633,0.255,0.462,0
daisy,0.562,0.367,0.333,0
dak,0.51,0.417,0.424,0
dale,0.622,0.27,0.365,0
dam,0.25,0.553,0.394,0
damage,0.059,0.726,0.403,0
damaged,0.104,0.635,0.182,0
damages,0.082,0.76,0.31,0
dame,0.694,0.48,0.5,0
damn,0.073,0.784,0.431,0
damnation,0.135,0.75,0.416,0
damned,0.1,0.76,0.465,0
damp,0.36,0.279,0.21,0
dampened,0.271,0.422,0.336,0
damper,0.459,0.378,0.473,0
damsel,0.719,0.475,0.4,0
dance,0.894,0.84,0.551,0
dancer,0.74,0.768,0.545,0
dancing,0.885,0.868,0.444,0
dandruff,0.398,0.298,0.293,0
dandy,0.673,0.52,0.63,0
danger,0.115,0.923,0.673,0
dangerous,0.02,0.941,0.658,0
dangerously,0.082,0.93,0.564,0
dangit,0.396,0.606,0.358,0
dangle,0.362,0.469,0.375,0
dank,0.39,0.381,0.383,0
dapper,0.77,0.56,0.698,0
dare,0.677,0.788,0.684,0
daredevil,0.429,0.714,0.653,0
daresay,0.54,0.451,0.49,0
daring,0.583,0.84,0.711,0
dark,0.198,0.398,0.426,0
darken,0.25,0.471,0.382,0
darkened,0.135,0.44,0.452,0
darkly,0.219,0.548,0.443,0
darkness,0.102,0.602,0.418,0
darkroom,0.188,0.627,0.423,0
darkside,0.102,0.69,0.365,0
darling,0.885,0.37,0.608,0
darn,0.115,0.765,0.418,0
dart,0.417,0.608,0.5,0
dash,0.574,0.312,0.324,0
dashboard,0.51,0.371,0.595,0
dashed,0.276,0.393,0.338,0
dashing,0.612,0.627,0.799,0
dastardly,0.208,0.688,0.27,0
data,0.5,0.25,0.426,0
database,0.604,0.286,0.644,0
date,0.604,0.231,0.4,1
datenight,0.708,0.637,0.518,0
daughter,0.908,0.415,0.455,0
dawdle,0.479,0.464,0.357,0
dawn,0.827,0.235,0.519,0
dawned,0.694,0.471,0.473,0
day,0.719,0.269,0.389,0
daybreak,0.802,0.358,0.474,0
daycare,0.776,0.481,0.36,0
daydream,0.75,0.337,0.456,0
daydreaming,0.776,0.36,0.479,0
daylight,0.865,0.42,0.545,0
daymade,0.646,0.45,0.417,0
dayoff,0.76,0.368,0.377,0
daytime,0.75,0.324,0.454,0
daze,0.245,0.735,0.329,0
dazed,0.3,0.697,0.277,0
dazzle,0.73,0.782,0.683,1
dazzling,0.854,0.88,0.767,0
deacon,0.531,0.43,0.736,0
deactivate,0.235,0.447,0.392,0
dead,0.052,0.454,0.194,0
deadbeat,0.229,0.453,0.368,0
deadline,0.214,0.615,0.46,0
deadlines,0.406,0.769,0.411,0
deadlock,0.17,0.418,0.323,0
deadly,0.143,0.849,0.554,0
deafening,0.281,0.835,0.482,0
deafness,0.125,0.413,0.219,0
deal,0.719,0.599,0.543,0
dealer,0.799,0.615,0.683,0
dealership,0.541,0.43,0.629,0
dealing,0.724,0.415,0.598,0
dealings,0.6,0.491,0.48,0
dean,0.612,0.469,0.723,0
dear,0.88,0.434,0.629,1
dearest,0.902,0.427,0.508,0
dearth,0.156,0.539,0.255,0
death,0.031,0.72,0.472,0
deathbed,0.051,0.652,0.311,0
deathly,0.073,0.771,0.682,0
debacle,0.156,0.606,0.266,0
debased,0.219,0.529,0.17,0
debatable,0.181,0.61,0.474,0
debate,0.408,0.691,0.683,0
debauchery,0.354,0.901,0.5,0
debenture,0.417,0.5,0.466,0
debilitating,0.125,0.49,0.308,0
debit,0.333,0.4,0.474,0
debrief,0.247,0.343,0.549,0
debriefing,0.427,0.58,0.456,0
debris,0.135,0.396,0.327,0
debt,0.204,0.598,0.336,0
debtor,0.219,0.546,0.16,0
debut,0.806,0.606,0.629,0
debutante,0.771,0.627,0.454,0
decade,0.531,0.402,0.665,0
decadence,0.237,0.455,0.291,0
decadent,0.29,0.559,0.324,0
decaf,0.48,0.324,0.353,0
decanter,0.438,0.567,0.51,0
decathlon,0.573,0.753,0.62,0
decay,0.143,0.312,0.17,0
decayed,0.017,0.375,0.169,0
decaying,0.073,0.51,0.214,0
deceased,0.021,0.538,0.188,0
decedent,0.423,0.481,0.415,0
deceit,0.02,0.696,0.343,0
deceitful,0.071,0.788,0.371,0
deceive,0.094,0.775,0.414,0
deceived,0.059,0.673,0.302,0
deceiving,0.099,0.636,0.426,0
december,0.74,0.54,0.464,0
decency,0.75,0.235,0.634,0
decent,0.823,0.296,0.653,0
deception,0.09,0.745,0.37,0
deceptive,0.027,0.605,0.294,0
decide,0.656,0.54,0.855,0
decidedly,0.75,0.48,0.843,0
deciduous,0.385,0.353,0.282,0
decimal,0.507,0.259,0.305,0
decimeter,0.52,0.292,0.377,0
decipher,0.417,0.63,0.652,0
decision,0.646,0.51,0.839,0
decisive,0.74,0.509,0.935,0
deck,0.42,0.333,0.394,0
declaration,0.551,0.59,0.714,0
declaratory,0.635,0.582,0.673,0
declare,0.677,0.623,0.668,0
declination,0.25,0.549,0.311,0
decline,0.173,0.491,0.24,0
declining,0.328,0.4,0.264,0
deco,0.625,0.274,0.356,0
decode,0.551,0.51,0.64,0
decoder,0.562,0.34,0.686,0
decompose,0.194,0.596,0.241,0
decomposed,0.073,0.442,0.231,0
decomposition,0.133,0.6,0.263,0
decompress,0.438,0.43,0.509,0
decompression,0.208,0.52,0.311,0
decontamination,0.611,0.538,0.573,0
decor,0.734,0.311,0.573,0
decorate,0.954,0.37,0.404,0
decorating,0.863,0.548,0.462,0
decoration,0.878,0.553,0.526,0
decorative,0.908,0.46,0.381,0
decorator,0.84,0.471,0.455,0
decorum,0.802,0.327,0.462,0
decoy,0.149,0.46,0.33,0
decrease,0.125,0.36,0.267,0
decreased,0.224,0.271,0.17,0
decreasing,0.32,0.346,0.224,0
decree,0.552,0.478,0.746,0
decrement,0.255,0.427,0.373,0
decrepit,0.156,0.49,0.225,0
decry,0.4,0.814,0.548,0
decryption,0.459,0.445,0.6,0
dedicate,0.823,0.431,0.588,0
dedication,0.867,0.471,0.682,0
deduce,0.49,0.51,0.466,0
deduct,0.355,0.33,0.412,0
deductible,0.375,0.286,0.455,0
deduction,0.438,0.462,0.527,0
deed,0.52,0.32,0.592,0
deejay,0.551,0.63,0.473,0
deem,0.594,0.529,0.69,0
deep,0.49,0.473,0.657,0
deepen,0.625,0.53,0.776,0
deer,0.583,0.375,0.292,0
defamation,0.11,0.67,0.481,0
defamatory,0.143,0.688,0.402,0
default,0.459,0.343,0.712,0
defeat,0.092,0.5,0.224,0
defeated,0.104,0.582,0.145,0
defeatist,0.163,0.567,0.315,0
defect,0.135,0.561,0.185,0
defection,0.146,0.594,0.33,0
defective,0.122,0.58,0.274,0
defector,0.163,0.696,0.286,0
defend,0.698,0.722,0.67,0
defendant,0.25,0.71,0.491,0
defended,0.663,0.451,0.582,0
defender,0.639,0.708,0.75,0
defending,0.604,0.871,0.812,0
defense,0.652,0.698,0.802,0
defenseless,0.143,0.357,0.105,0
defensible,0.74,0.509,0.593,0
defensive,0.542,0.64,0.678,0
defer,0.245,0.459,0.317,0
deference,0.51,0.396,0.447,0
deferral,0.765,0.542,0.327,0
deferring,0.343,0.5,0.413,0
defiance,0.333,0.78,0.76,0
defiant,0.25,0.792,0.769,0
defibrillator,0.398,0.663,0.431,0
deficiency,0.073,0.373,0.179,0
